evidence_id,type,domain,name,claim,path,line,detail
OOL-E0016,table,其他业务模块,o_forum,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,1,
OOL-E0017,table,其他业务模块,o_forum_pseudonym,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,9,
OOL-E0018,table,其他业务模块,o_property,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,18,
OOL-E0019,table,用户、组织与权限,o_bs_secgroup,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,35,
OOL-E0020,table,用户、组织与权限,o_bs_group,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,42,
OOL-E0021,table,用户、组织与权限,o_bs_group_member,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,49,
OOL-E0022,table,用户、组织与权限,o_bs_group_member_history,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,60,
OOL-E0023,table,用户、组织与权限,o_bs_grant,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,76,
OOL-E0024,table,用户、组织与权限,o_gp_business,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,86,
OOL-E0025,table,其他业务模块,o_temporarykey,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,125,
OOL-E0026,table,用户、组织与权限,o_bs_authentication,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,138,
OOL-E0027,table,用户、组织与权限,o_bs_authentication_history,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,162,
OOL-E0028,table,用户、组织与权限,o_bs_recovery_key,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,173,
OOL-E0029,table,用户、组织与权限,o_bs_webauthn_stats,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,184,
OOL-E0030,table,通知,o_noti_pub,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,193,
OOL-E0031,table,通知,o_noti_mail,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,211,
OOL-E0032,table,用户、组织与权限,o_bs_identity,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,221,
OOL-E0033,table,用户、组织与权限,o_bs_relation_role,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,242,
OOL-E0034,table,用户、组织与权限,o_bs_relation_right,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,252,
OOL-E0035,table,用户、组织与权限,o_bs_relation_role_to_right,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,258,
OOL-E0036,table,用户、组织与权限,o_bs_identity_to_identity,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,265,
OOL-E0037,table,其他业务模块,o_csp_log,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,275,
OOL-E0038,table,资源仓库与课程资源,o_olatresource,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,293,
OOL-E0039,table,用户、组织与权限,o_bs_namedgroup,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,302,
OOL-E0040,table,资源仓库与课程资源,o_catentry,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,311,
OOL-E0041,table,其他业务模块,o_note,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,329,
OOL-E0042,table,其他业务模块,o_references,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,342,
OOL-E0043,table,其他业务模块,o_references_history,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,352,
OOL-E0044,table,用户、组织与权限,o_user,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,362,
OOL-E0045,table,用户、组织与权限,o_userproperty,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,456,
OOL-E0046,table,用户、组织与权限,o_user_data_export,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,463,
OOL-E0047,table,用户、组织与权限,o_user_data_delete,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,474,
OOL-E0048,table,用户、组织与权限,o_user_absence_leave,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,484,
OOL-E0049,table,其他业务模块,o_message,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,497,
OOL-E0050,table,用户、组织与权限,o_gp_bgtoarea_rel,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,517,
OOL-E0051,table,通知,o_noti_sub,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,526,
OOL-E0052,table,用户、组织与权限,o_bs_policy,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,538,
OOL-E0053,table,用户、组织与权限,o_gp_bgarea,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,550,
OOL-E0054,table,资源仓库与课程资源,o_repositoryentry,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,559,
OOL-E0055,table,资源仓库与课程资源,o_re_to_group,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,606,
OOL-E0056,table,资源仓库与课程资源,o_re_template_to_group,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,615,
OOL-E0057,table,资源仓库与课程资源,o_re_to_tax_level,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,622,
OOL-E0058,table,资源仓库与课程资源,o_repositoryentry_cycle,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,629,
OOL-E0059,table,资源仓库与课程资源,o_repositoryentry_stats,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,641,
OOL-E0060,table,用户、组织与权限,o_bs_membership,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,653,
OOL-E0061,table,资源仓库与课程资源,o_re_educational_type,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,663,
OOL-E0062,table,日志、统计与平台运维,o_plock,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,674,
OOL-E0063,table,其他业务模块,hibernate_unique_key,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,682,
OOL-E0064,table,日志、统计与平台运维,o_lifecycle,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,686,
OOL-E0065,table,日志、统计与平台运维,oc_lock,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,698,
OOL-E0066,table,其他业务模块,o_readmessage,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,709,
OOL-E0067,table,日志、统计与平台运维,o_loggingtable,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,719,
OOL-E0068,table,其他业务模块,o_checklist,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,746,
OOL-E0069,table,其他业务模块,o_checkpoint,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,755,
OOL-E0070,table,其他业务模块,o_checkpoint_results,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,766,
OOL-E0071,table,项目与协作,o_projectbroker,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,776,
OOL-E0072,table,项目与协作,o_projectbroker_project,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,783,
OOL-E0073,table,项目与协作,o_projectbroker_customfields,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,799,
OOL-E0074,table,用户、组织与权限,o_usercomment,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,806,
OOL-E0075,table,用户、组织与权限,o_userrating,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,818,
OOL-E0076,table,其他业务模块,o_info_message,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,832,
OOL-E0077,table,其他业务模块,o_info_message_to_group,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,854,
OOL-E0078,table,其他业务模块,o_info_message_to_cur_el,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,861,
OOL-E0079,table,其他业务模块,o_co_db_entry,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,869,
OOL-E0080,table,用户、组织与权限,o_bs_invitation,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,886,
OOL-E0081,table,其他业务模块,o_tag_tag,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,905,
OOL-E0082,table,其他业务模块,o_todo_task,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,913,
OOL-E0083,table,其他业务模块,o_todo_task_tag,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,941,
OOL-E0084,table,其他业务模块,o_mail,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,950,
OOL-E0085,table,其他业务模块,o_mail_to_recipient,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,965,
OOL-E0086,table,其他业务模块,o_mail_recipient,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,971,
OOL-E0087,table,其他业务模块,o_mail_attachment,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,984,
OOL-E0088,table,订单、付费与访问控制,o_ac_cost_center,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,999,
OOL-E0089,table,订单、付费与访问控制,o_ac_offer,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,1009,
OOL-E0090,table,订单、付费与访问控制,o_ac_offer_to_organisation,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,1040,
OOL-E0091,table,订单、付费与访问控制,o_ac_method,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,1049,
OOL-E0092,table,订单、付费与访问控制,o_ac_offer_access,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,1062,
OOL-E0093,table,订单、付费与访问控制,o_ac_auto_advance_order,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,1074,
OOL-E0094,table,订单、付费与访问控制,o_ac_billing_address,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,1088,
OOL-E0095,table,订单、付费与访问控制,o_ac_order,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,1110,
OOL-E0096,table,订单、付费与访问控制,o_ac_order_part,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,1134,
OOL-E0097,table,订单、付费与访问控制,o_ac_order_line,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,1149,
OOL-E0098,table,订单、付费与访问控制,o_ac_transaction,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,1166,
OOL-E0099,table,订单、付费与访问控制,o_ac_reservation,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,1179,
OOL-E0100,table,订单、付费与访问控制,o_ac_paypal_transaction,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,1193,
OOL-E0101,table,订单、付费与访问控制,o_ac_checkout_transaction,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,1225,
OOL-E0102,table,其他业务模块,o_ca_launcher,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,1250,
OOL-E0103,table,其他业务模块,o_ca_launcher_to_organisation,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,1262,
OOL-E0104,table,其他业务模块,o_ca_filter,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,1270,
OOL-E0105,table,日志、统计与平台运维,o_stat_lastupdated,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,1283,
OOL-E0106,table,日志、统计与平台运维,o_stat_dayofweek,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,1293,
OOL-E0107,table,日志、统计与平台运维,o_stat_hourofday,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,1307,
OOL-E0108,table,日志、统计与平台运维,o_stat_weekly,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,1321,
OOL-E0109,table,日志、统计与平台运维,o_stat_daily,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,1335,
OOL-E0110,table,日志、统计与平台运维,o_stat_studylevel,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,1349,
OOL-E0111,table,日志、统计与平台运维,o_stat_studybranch3,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,1363,
OOL-E0112,table,其他业务模块,o_mark,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,1375,
OOL-E0113,table,在线会议集成,o_om_room_reference,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,1388,
OOL-E0114,table,在线会议集成,o_aconnect_meeting,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,1403,
OOL-E0115,table,在线会议集成,o_aconnect_user,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,1428,
OOL-E0116,table,在线会议集成,o_bbb_template,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,1439,
OOL-E0117,table,在线会议集成,o_bbb_server,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,1474,
OOL-E0118,table,在线会议集成,o_bbb_meeting,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,1488,
OOL-E0119,table,在线会议集成,o_bbb_attendee,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,1524,
OOL-E0120,table,在线会议集成,o_bbb_recording,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,1536,
OOL-E0121,table,在线会议集成,o_teams_meeting,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,1553,
OOL-E0122,table,在线会议集成,o_teams_user,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,1585,
OOL-E0123,table,在线会议集成,o_teams_attendee,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,1596,
OOL-E0124,table,测评、作业与成绩,o_as_eff_statement,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,1610,
OOL-E0125,table,测评、作业与成绩,o_as_user_course_infos,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,1641,
OOL-E0126,table,测评、作业与成绩,o_as_entry,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,1657,
OOL-E0127,table,测评、作业与成绩,o_as_score_accounting_trigger,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,1725,
OOL-E0128,table,测评、作业与成绩,o_as_compensation,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,1739,
OOL-E0129,table,测评、作业与成绩,o_as_compensation_log,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,1755,
OOL-E0130,table,测评、作业与成绩,o_as_mode_course,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,1769,
OOL-E0131,table,测评、作业与成绩,o_as_mode_course_to_group,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,1806,
OOL-E0132,table,测评、作业与成绩,o_as_mode_course_to_area,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,1813,
OOL-E0133,table,测评、作业与成绩,o_as_mode_course_to_cur_el,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,1820,
OOL-E0134,table,测评、作业与成绩,o_as_seb_template,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,1828,
OOL-E0135,table,测评、作业与成绩,o_as_inspection_configuration,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,1843,
OOL-E0136,table,测评、作业与成绩,o_as_inspection,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,1864,
OOL-E0137,table,测评、作业与成绩,o_as_inspection_log,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,1884,
OOL-E0138,table,测评、作业与成绩,o_as_message,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,1896,
OOL-E0139,table,测评、作业与成绩,o_as_message_log,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,1911,
OOL-E0140,table,其他业务模块,o_cer_template,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,1922,
OOL-E0141,table,其他业务模块,o_cer_certificate,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,1934,
OOL-E0142,table,其他业务模块,o_cer_entry_config,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,1961,
OOL-E0143,table,其他业务模块,o_cer_program,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,1983,
OOL-E0144,table,其他业务模块,o_cer_program_to_organisation,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,2011,
OOL-E0145,table,其他业务模块,o_cer_program_to_element,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,2019,
OOL-E0146,table,其他业务模块,o_cer_program_mail_config,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,2027,
OOL-E0147,table,其他业务模块,o_cer_program_log,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,2043,
OOL-E0148,table,测评、作业与成绩,o_gr_grade_system,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,2061,
OOL-E0149,table,测评、作业与成绩,o_gr_performance_class,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,2078,
OOL-E0150,table,测评、作业与成绩,o_gr_grade_scale,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,2089,
OOL-E0151,table,测评、作业与成绩,o_gr_breakpoint,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,2101,
OOL-E0152,table,在线会议集成,o_goto_organizer,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,2113,
OOL-E0153,table,在线会议集成,o_goto_meeting,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,2132,
OOL-E0154,table,在线会议集成,o_goto_registrant,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,2150,
OOL-E0155,table,其他业务模块,o_vid_transcoding,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,2163,
OOL-E0156,table,其他业务模块,o_vid_metadata,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,2178,
OOL-E0157,table,其他业务模块,o_vid_to_organisation,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,2194,
OOL-E0158,table,其他业务模块,o_vid_task_session,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,2203,
OOL-E0159,table,其他业务模块,o_vid_task_selection,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,2225,
OOL-E0160,table,日历,o_cal_use_config,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,2239,
OOL-E0161,table,日历,o_cal_import,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,2254,
OOL-E0162,table,日历,o_cal_import_to,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,2267,
OOL-E0163,table,即时消息,o_im_message,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,2279,
OOL-E0164,table,即时消息,o_im_notification,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,2296,
OOL-E0165,table,即时消息,o_im_roster_entry,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,2309,
OOL-E0166,table,即时消息,o_im_preferences,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,2327,
OOL-E0167,table,其他业务模块,o_mapper,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,2337,
OOL-E0168,table,测评、作业与成绩,o_qti_assessmenttest_session,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,2349,
OOL-E0169,table,测评、作业与成绩,o_qti_assessmentitem_session,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,2377,
OOL-E0170,table,测评、作业与成绩,o_qti_assessment_response,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,2397,
OOL-E0171,table,测评、作业与成绩,o_qti_assessment_marks,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,2410,
OOL-E0172,table,其他业务模块,o_practice_resource,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,2423,
OOL-E0173,table,其他业务模块,o_practice_global_item_ref,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,2436,
OOL-E0174,table,文件与VFS,o_vfs_metadata,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,2452,
OOL-E0175,table,文件与VFS,o_vfs_thumbnail,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,2500,
OOL-E0176,table,文件与VFS,o_vfs_revision,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,2515,
OOL-E0177,table,文件与VFS,o_vfs_statistics,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,2546,
OOL-E0178,table,其他业务模块,o_de_access,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,2561,
OOL-E0179,table,其他业务模块,o_de_user_info,PostgreSQL setupDatabase.sql 定义业务表,src/main/resources/database/postgresql/setupDatabase.sql,2578,
