evidence_id,type,domain,name,claim,path,line,detail
ILI-E0080,component,其他组件,MyStaff,组件声明 module.xml/service.xml,components/ILIAS/MyStaff,,"module=False, service=True"
ILI-E0081,component,沟通协作,News,组件声明 module.xml/service.xml,components/ILIAS/News,,"module=False, service=True"
ILI-E0082,component,沟通协作,Notes,组件声明 module.xml/service.xml,components/ILIAS/Notes,,"module=False, service=True"
ILI-E0083,component,沟通协作,Notification,组件声明 module.xml/service.xml,components/ILIAS/Notification,,"module=False, service=True"
ILI-E0084,component,沟通协作,Notifications,组件声明 module.xml/service.xml,components/ILIAS/Notifications,,"module=False, service=True"
ILI-E0085,component,沟通协作,OnScreenChat,组件声明 module.xml/service.xml,components/ILIAS/OnScreenChat,,"module=False, service=True"
ILI-E0086,component,用户与权限,OpenIdConnect,组件声明 module.xml/service.xml,components/ILIAS/OpenIdConnect,,"module=False, service=True"
ILI-E0087,component,用户与权限,OrgUnit,组件声明 module.xml/service.xml,components/ILIAS/OrgUnit,,"module=True, service=False"
ILI-E0088,component,内容与元数据,PersonalWorkspace,组件声明 module.xml/service.xml,components/ILIAS/PersonalWorkspace,,"module=False, service=True"
ILI-E0089,component,测试评估,Poll,组件声明 module.xml/service.xml,components/ILIAS/Poll,,"module=True, service=False"
ILI-E0090,component,内容与元数据,Portfolio,组件声明 module.xml/service.xml,components/ILIAS/Portfolio,,"module=True, service=False"
ILI-E0091,component,用户与权限,PrivacySecurity,组件声明 module.xml/service.xml,components/ILIAS/PrivacySecurity,,"module=False, service=True"
ILI-E0092,component,其他组件,Randomization,组件声明 module.xml/service.xml,components/ILIAS/Randomization,,"module=False, service=True"
ILI-E0093,component,仓库与对象,RemoteCategory,组件声明 module.xml/service.xml,components/ILIAS/RemoteCategory,,"module=True, service=False"
ILI-E0094,component,仓库与对象,RemoteCourse,组件声明 module.xml/service.xml,components/ILIAS/RemoteCourse,,"module=True, service=False"
ILI-E0095,component,课程与学习资源,RemoteFile,组件声明 module.xml/service.xml,components/ILIAS/RemoteFile,,"module=True, service=False"
ILI-E0096,component,课程与学习资源,RemoteGlossary,组件声明 module.xml/service.xml,components/ILIAS/RemoteGlossary,,"module=True, service=False"
ILI-E0097,component,仓库与对象,RemoteGroup,组件声明 module.xml/service.xml,components/ILIAS/RemoteGroup,,"module=True, service=False"
ILI-E0098,component,课程与学习资源,RemoteLearningModule,组件声明 module.xml/service.xml,components/ILIAS/RemoteLearningModule,,"module=True, service=False"
ILI-E0099,component,测试评估,RemoteTest,组件声明 module.xml/service.xml,components/ILIAS/RemoteTest,,"module=True, service=False"
ILI-E0100,component,课程与学习资源,RemoteWiki,组件声明 module.xml/service.xml,components/ILIAS/RemoteWiki,,"module=True, service=False"
ILI-E0101,component,仓库与对象,Repository,组件声明 module.xml/service.xml,components/ILIAS/Repository,,"module=False, service=True"
ILI-E0102,component,平台服务,ResourceStorage,组件声明 module.xml/service.xml,components/ILIAS/ResourceStorage,,"module=False, service=True"
ILI-E0103,component,仓库与对象,RootFolder,组件声明 module.xml/service.xml,components/ILIAS/RootFolder,,"module=True, service=False"
ILI-E0104,component,用户与权限,Saml,组件声明 module.xml/service.xml,components/ILIAS/Saml,,"module=False, service=True"
ILI-E0105,component,课程与学习资源,Scorm2004,组件声明 module.xml/service.xml,components/ILIAS/Scorm2004,,"module=True, service=False"
ILI-E0106,component,课程与学习资源,ScormAicc,组件声明 module.xml/service.xml,components/ILIAS/ScormAicc,,"module=True, service=False"
ILI-E0107,component,其他组件,Search,组件声明 module.xml/service.xml,components/ILIAS/Search,,"module=False, service=True"
ILI-E0108,component,其他组件,Session,组件声明 module.xml/service.xml,components/ILIAS/Session,,"module=True, service=False"
ILI-E0109,component,测试评估,Skill,组件声明 module.xml/service.xml,components/ILIAS/Skill,,"module=False, service=True"
ILI-E0110,component,其他组件,StudyProgramme,组件声明 module.xml/service.xml,components/ILIAS/StudyProgramme,,"module=True, service=False"
ILI-E0111,component,仓库与对象,StudyProgrammeReference,组件声明 module.xml/service.xml,components/ILIAS/StudyProgrammeReference,,"module=True, service=False"
ILI-E0112,component,界面与前端,Style,组件声明 module.xml/service.xml,components/ILIAS/Style,,"module=False, service=True"
ILI-E0113,component,测试评估,Survey,组件声明 module.xml/service.xml,components/ILIAS/Survey,,"module=True, service=False"
ILI-E0114,component,测试评估,SurveyQuestionPool,组件声明 module.xml/service.xml,components/ILIAS/SurveyQuestionPool,,"module=True, service=False"
ILI-E0115,component,其他组件,SystemCheck,组件声明 module.xml/service.xml,components/ILIAS/SystemCheck,,"module=False, service=True"
ILI-E0116,component,仓库与对象,SystemFolder,组件声明 module.xml/service.xml,components/ILIAS/SystemFolder,,"module=True, service=False"
ILI-E0117,component,界面与前端,Table,组件声明 module.xml/service.xml,components/ILIAS/Table,,"module=False, service=True"
ILI-E0118,component,内容与元数据,Tagging,组件声明 module.xml/service.xml,components/ILIAS/Tagging,,"module=False, service=True"
ILI-E0119,component,其他组件,Tasks,组件声明 module.xml/service.xml,components/ILIAS/Tasks,,"module=False, service=True"
ILI-E0120,component,内容与元数据,Taxonomy,组件声明 module.xml/service.xml,components/ILIAS/Taxonomy,,"module=False, service=True"
ILI-E0121,component,用户与权限,TermsOfService,组件声明 module.xml/service.xml,components/ILIAS/TermsOfService,,"module=False, service=True"
ILI-E0122,component,测试评估,Test,组件声明 module.xml/service.xml,components/ILIAS/Test,,"module=True, service=False"
ILI-E0123,component,测试评估,TestQuestionPool,组件声明 module.xml/service.xml,components/ILIAS/TestQuestionPool,,"module=True, service=False"
ILI-E0124,component,测试评估,Tracking,组件声明 module.xml/service.xml,components/ILIAS/Tracking,,"module=False, service=True"
ILI-E0125,component,仓库与对象,Tree,组件声明 module.xml/service.xml,components/ILIAS/Tree,,"module=False, service=True"
ILI-E0126,component,界面与前端,UIComponent,组件声明 module.xml/service.xml,components/ILIAS/UIComponent,,"module=False, service=True"
ILI-E0127,component,用户与权限,User,组件声明 module.xml/service.xml,components/ILIAS/User,,"module=False, service=True"
ILI-E0128,component,其他组件,WOPI,组件声明 module.xml/service.xml,components/ILIAS/WOPI,,"module=False, service=True"
ILI-E0129,component,平台服务,WebDAV,组件声明 module.xml/service.xml,components/ILIAS/WebDAV,,"module=False, service=True"
ILI-E0130,component,其他组件,WebResource,组件声明 module.xml/service.xml,components/ILIAS/WebResource,,"module=True, service=False"
ILI-E0131,component,平台服务,WebServices,组件声明 module.xml/service.xml,components/ILIAS/WebServices,,"module=False, service=True"
ILI-E0132,component,课程与学习资源,Wiki,组件声明 module.xml/service.xml,components/ILIAS/Wiki,,"module=True, service=False"
ILI-E0133,component,仓库与对象,WorkspaceFolder,组件声明 module.xml/service.xml,components/ILIAS/WorkspaceFolder,,"module=True, service=False"
ILI-E0134,component,仓库与对象,WorkspaceRootFolder,组件声明 module.xml/service.xml,components/ILIAS/WorkspaceRootFolder,,"module=True, service=False"
ILI-E0135,table,其他,cmi_comment,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/Scorm2004/data/mysql_schema.sql,2,
ILI-E0136,table,其他,cmi_correct_response,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/Scorm2004/data/mysql_schema.sql,7,
ILI-E0137,table,其他,cmi_interaction,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/Scorm2004/data/mysql_schema.sql,12,
ILI-E0138,table,其他,cmi_node,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/Scorm2004/data/mysql_schema.sql,19,
ILI-E0139,table,其他,cmi_objective,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/Scorm2004/data/mysql_schema.sql,30,
ILI-E0140,table,其他,cp_auxilaryResource,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/Scorm2004/data/mysql_schema.sql,39,
ILI-E0141,table,其他,cp_condition,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/Scorm2004/data/mysql_schema.sql,42,
ILI-E0142,table,其他,cp_dependency,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/Scorm2004/data/mysql_schema.sql,45,
ILI-E0143,table,其他,cp_file,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/Scorm2004/data/mysql_schema.sql,52,
ILI-E0144,table,其他,cp_hideLMSUI,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/Scorm2004/data/mysql_schema.sql,57,
ILI-E0145,table,其他,cp_item,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/Scorm2004/data/mysql_schema.sql,62,
ILI-E0146,table,其他,cp_manifest,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/Scorm2004/data/mysql_schema.sql,69,
ILI-E0147,table,其他,cp_mapinfo,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/Scorm2004/data/mysql_schema.sql,74,
ILI-E0148,table,其他,cp_node,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/Scorm2004/data/mysql_schema.sql,79,
ILI-E0149,table,其他,cp_objective,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/Scorm2004/data/mysql_schema.sql,84,
ILI-E0150,table,其他,cp_organization,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/Scorm2004/data/mysql_schema.sql,87,
ILI-E0151,table,其他,cp_package,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/Scorm2004/data/mysql_schema.sql,94,
ILI-E0152,table,其他,cp_resource,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/Scorm2004/data/mysql_schema.sql,99,
ILI-E0153,table,其他,cp_rule,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/Scorm2004/data/mysql_schema.sql,104,
ILI-E0154,table,其他,cp_sequencing,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/Scorm2004/data/mysql_schema.sql,107,
ILI-E0155,table,其他,cp_tree,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/Scorm2004/data/mysql_schema.sql,112,
ILI-E0156,table,用户、对象与权限,object_data,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/Scorm2004/data/mysql_schema.sql,119,
ILI-E0157,table,用户、对象与权限,object_reference,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/Scorm2004/data/mysql_schema.sql,120,
ILI-E0158,table,仓库、课程与学习资源,sahs_lm,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/Scorm2004/data/mysql_schema.sql,123,
ILI-E0159,table,用户、对象与权限,usr_data,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/Scorm2004/data/mysql_schema.sql,126,
ILI-E0160,table,其他,lng_data,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/Scorm2004/data/mysql_schema.sql,127,
ILI-E0161,table,其他,acc_access_key,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/setup_/sql/ilias3.sql,12,
ILI-E0162,table,其他,acc_cache,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/setup_/sql/ilias3.sql,28,
ILI-E0163,table,其他,acc_criterion_to_doc,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/setup_/sql/ilias3.sql,44,
ILI-E0164,table,其他,acc_criterion_to_doc_seq,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/setup_/sql/ilias3.sql,65,
ILI-E0165,table,其他,acc_documents,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/setup_/sql/ilias3.sql,79,
ILI-E0166,table,其他,acc_documents_seq,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/setup_/sql/ilias3.sql,100,
ILI-E0167,table,其他,acc_user_access_key,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/setup_/sql/ilias3.sql,114,
ILI-E0168,table,其他,acl_ws,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/setup_/sql/ilias3.sql,130,
ILI-E0169,table,其他,addressbook_mlist,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/setup_/sql/ilias3.sql,147,
ILI-E0170,table,其他,addressbook_mlist_ass,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/setup_/sql/ilias3.sql,168,
ILI-E0171,table,其他,addressbook_mlist_ass_seq,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/setup_/sql/ilias3.sql,186,
ILI-E0172,table,其他,addressbook_mlist_seq,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/setup_/sql/ilias3.sql,200,
ILI-E0173,table,其他,adl_shared_data,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/setup_/sql/ilias3.sql,214,
ILI-E0174,table,平台服务,adm_set_templ_hide_tab,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/setup_/sql/ilias3.sql,232,
ILI-E0175,table,平台服务,adm_set_templ_value,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/setup_/sql/ilias3.sql,247,
ILI-E0176,table,内容、元数据与作品集,adv_md_field_int,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/setup_/sql/ilias3.sql,266,
ILI-E0177,table,内容、元数据与作品集,adv_md_obj_rec_select,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/setup_/sql/ilias3.sql,283,
ILI-E0178,table,内容、元数据与作品集,adv_md_record,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/setup_/sql/ilias3.sql,299,
ILI-E0179,table,内容、元数据与作品集,adv_md_record_files,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/setup_/sql/ilias3.sql,320,
ILI-E0180,table,内容、元数据与作品集,adv_md_record_int,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/setup_/sql/ilias3.sql,336,
ILI-E0181,table,内容、元数据与作品集,adv_md_record_obj_ord,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/setup_/sql/ilias3.sql,353,
ILI-E0182,table,内容、元数据与作品集,adv_md_record_objs,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/setup_/sql/ilias3.sql,369,
ILI-E0183,table,内容、元数据与作品集,adv_md_record_scope,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/setup_/sql/ilias3.sql,386,
ILI-E0184,table,内容、元数据与作品集,adv_md_record_scope_seq,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/setup_/sql/ilias3.sql,402,
ILI-E0185,table,内容、元数据与作品集,adv_md_record_seq,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/setup_/sql/ilias3.sql,416,
ILI-E0186,table,内容、元数据与作品集,adv_md_substitutions,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/setup_/sql/ilias3.sql,430,
ILI-E0187,table,内容、元数据与作品集,adv_md_values_date,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/setup_/sql/ilias3.sql,447,
ILI-E0188,table,内容、元数据与作品集,adv_md_values_datetime,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/setup_/sql/ilias3.sql,466,
ILI-E0189,table,内容、元数据与作品集,adv_md_values_enum,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/setup_/sql/ilias3.sql,485,
ILI-E0190,table,内容、元数据与作品集,adv_md_values_extlink,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/setup_/sql/ilias3.sql,504,
ILI-E0191,table,内容、元数据与作品集,adv_md_values_float,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/setup_/sql/ilias3.sql,524,
ILI-E0192,table,内容、元数据与作品集,adv_md_values_int,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/setup_/sql/ilias3.sql,543,
ILI-E0193,table,内容、元数据与作品集,adv_md_values_intlink,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/setup_/sql/ilias3.sql,562,
ILI-E0194,table,内容、元数据与作品集,adv_md_values_location,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/setup_/sql/ilias3.sql,581,
ILI-E0195,table,内容、元数据与作品集,adv_md_values_ltext,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/setup_/sql/ilias3.sql,602,
ILI-E0196,table,内容、元数据与作品集,adv_md_values_text,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/setup_/sql/ilias3.sql,622,
ILI-E0197,table,内容、元数据与作品集,adv_mdf_definition,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/setup_/sql/ilias3.sql,642,
ILI-E0198,table,内容、元数据与作品集,adv_mdf_definition_seq,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/setup_/sql/ilias3.sql,665,
ILI-E0199,table,内容、元数据与作品集,adv_mdf_enum,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/setup_/sql/ilias3.sql,679,
ILI-E0200,table,其他,aicc_course,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/setup_/sql/ilias3.sql,697,
ILI-E0201,table,其他,aicc_object,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/setup_/sql/ilias3.sql,725,
ILI-E0202,table,其他,aicc_object_seq,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/setup_/sql/ilias3.sql,746,
ILI-E0203,table,其他,aicc_units,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/setup_/sql/ilias3.sql,760,
ILI-E0204,table,其他,aicc_units_seq,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/setup_/sql/ilias3.sql,785,
ILI-E0205,table,测试、评估与证书,ass_log,setup_/sql/ilias3.sql 或组件 SQL 定义表,components/ILIAS/setup_/sql/ilias3.sql,799,
