evidence_id,type,domain,name,claim,path,line,detail
SAK-E0086,module,其他模块,jobscheduler/scheduler-api,Maven 模块/工具,jobscheduler/scheduler-api,,"java=14, webapp=False"
SAK-E0087,module,其他模块,jobscheduler/scheduler-component-shared,Maven 模块/工具,jobscheduler/scheduler-component-shared,,"java=80, webapp=False"
SAK-E0088,module,其他模块,jobscheduler/scheduler-events-model,Maven 模块/工具,jobscheduler/scheduler-events-model,,"java=4, webapp=False"
SAK-E0089,module,其他模块,jobscheduler/scheduler-test-component-shared,Maven 模块/工具,jobscheduler/scheduler-test-component-shared,,"java=11, webapp=False"
SAK-E0090,module,平台框架与门户,jsf,Maven 模块/工具,jsf,,"java=144, webapp=False"
SAK-E0091,module,平台框架与门户,jsf2,Maven 模块/工具,jsf2,,"java=79, webapp=False"
SAK-E0092,module,平台框架与门户,kernel,Maven 模块/工具,kernel,,"java=871, webapp=False"
SAK-E0093,module,其他模块,kernel/api,Maven 模块/工具,kernel/api,,"java=442, webapp=False"
SAK-E0094,module,其他模块,kernel/component-manager,Maven 模块/工具,kernel/component-manager,,"java=49, webapp=False"
SAK-E0095,module,其他模块,kernel/kernel-storage-util,Maven 模块/工具,kernel/kernel-storage-util,,"java=39, webapp=False"
SAK-E0096,module,教学工具与协作,lessonbuilder,Maven 模块/工具,lessonbuilder,,"java=171, webapp=False"
SAK-E0097,module,其他模块,lessonbuilder/api,Maven 模块/工具,lessonbuilder/api,,"java=20, webapp=False"
SAK-E0098,module,其他模块,lessonbuilder/hbm,Maven 模块/工具,lessonbuilder/hbm,,"java=16, webapp=False"
SAK-E0099,module,平台框架与门户,library,Maven 模块/工具,library,,"java=0, webapp=False"
SAK-E0100,module,用户、站点与权限,login,Maven 模块/工具,login,,"java=23, webapp=False"
SAK-E0101,module,其他模块,login/login-api/api,Maven 模块/工具,login/login-api/api,,"java=9, webapp=False"
SAK-E0102,module,教学工具与协作,lti,Maven 模块/工具,lti,,"java=279, webapp=False"
SAK-E0103,module,其他模块,lti/lti-api,Maven 模块/工具,lti/lti-api,,"java=26, webapp=False"
SAK-E0104,module,其他模块,lti/tsugi-util,Maven 模块/工具,lti/tsugi-util,,"java=184, webapp=False"
SAK-E0105,module,教学工具与协作,mailarchive,Maven 模块/工具,mailarchive,,"java=19, webapp=False"
SAK-E0106,module,其他模块,mailarchive/mailarchive-api/api,Maven 模块/工具,mailarchive/mailarchive-api/api,,"java=8, webapp=False"
SAK-E0107,module,教学工具与协作,mailsender,Maven 模块/工具,mailsender,,"java=24, webapp=False"
SAK-E0108,module,其他模块,mailsender/api,Maven 模块/工具,mailsender/api,,"java=13, webapp=False"
SAK-E0109,module,其他模块,master,Maven 模块/工具,master,,"java=1, webapp=False"
SAK-E0110,module,教学工具与协作,meetings,Maven 模块/工具,meetings,,"java=28, webapp=False"
SAK-E0111,module,其他模块,meetings/api,Maven 模块/工具,meetings/api,,"java=9, webapp=False"
SAK-E0112,module,其他模块,message,Maven 模块/工具,message,,"java=11, webapp=False"
SAK-E0113,module,其他模块,message/message-api/api,Maven 模块/工具,message/message-api/api,,"java=7, webapp=False"
SAK-E0114,module,内容、文件与集成,microsoft-integration,Maven 模块/工具,microsoft-integration,,"java=98, webapp=False"
SAK-E0115,module,其他模块,microsoft-integration/api,Maven 模块/工具,microsoft-integration/api,,"java=53, webapp=False"
SAK-E0116,module,教学工具与协作,msgcntr,Maven 模块/工具,msgcntr,,"java=199, webapp=False"
SAK-E0117,module,其他模块,msgcntr/messageforums-api,Maven 模块/工具,msgcntr/messageforums-api,,"java=71, webapp=False"
SAK-E0118,module,其他模块,msgcntr/messageforums-hbm,Maven 模块/工具,msgcntr/messageforums-hbm,,"java=39, webapp=False"
SAK-E0119,module,用户、站点与权限,oauth,Maven 模块/工具,oauth,,"java=37, webapp=False"
SAK-E0120,module,其他模块,oauth/api,Maven 模块/工具,oauth/api,,"java=15, webapp=False"
SAK-E0121,module,其他模块,oauth/dao-hbm,Maven 模块/工具,oauth/dao-hbm,,"java=2, webapp=False"
SAK-E0122,module,其他模块,pack,Maven 模块/工具,pack,,"java=0, webapp=False"
SAK-E0123,module,其他模块,pack/pack-bin,Maven 模块/工具,pack/pack-bin,,"java=0, webapp=False"
SAK-E0124,module,其他模块,pack/pack-src,Maven 模块/工具,pack/pack-src,,"java=0, webapp=False"
SAK-E0125,module,其他模块,pasystem,Maven 模块/工具,pasystem,,"java=37, webapp=False"
SAK-E0126,module,其他模块,pasystem/pasystem-api/api,Maven 模块/工具,pasystem/pasystem-api/api,,"java=13, webapp=False"
SAK-E0127,module,教学工具与协作,plus,Maven 模块/工具,plus,,"java=39, webapp=False"
SAK-E0128,module,其他模块,plus/api,Maven 模块/工具,plus/api,,"java=19, webapp=False"
SAK-E0129,module,教学工具与协作,podcasts,Maven 模块/工具,podcasts,,"java=17, webapp=False"
SAK-E0130,module,其他模块,podcasts/podcasts-api,Maven 模块/工具,podcasts/podcasts-api,,"java=5, webapp=False"
SAK-E0131,module,教学工具与协作,polls,Maven 模块/工具,polls,,"java=41, webapp=False"
SAK-E0132,module,其他模块,polls/api,Maven 模块/工具,polls/api,,"java=11, webapp=False"
SAK-E0133,module,平台框架与门户,portal,Maven 模块/工具,portal,,"java=133, webapp=False"
SAK-E0134,module,其他模块,portal/portal-api/api,Maven 模块/工具,portal/portal-api/api,,"java=23, webapp=False"
SAK-E0135,module,其他模块,portal/portal-render-api/api,Maven 模块/工具,portal/portal-render-api/api,,"java=4, webapp=False"
SAK-E0136,module,其他模块,portal/portal-util/util,Maven 模块/工具,portal/portal-util/util,,"java=9, webapp=False"
SAK-E0137,module,教学工具与协作,postem,Maven 模块/工具,postem,,"java=21, webapp=False"
SAK-E0138,module,其他模块,postem/postem-api,Maven 模块/工具,postem/postem-api,,"java=4, webapp=False"
SAK-E0139,module,其他模块,postem/postem-hbm,Maven 模块/工具,postem/postem-hbm,,"java=4, webapp=False"
SAK-E0140,module,其他模块,presence,Maven 模块/工具,presence,,"java=6, webapp=False"
SAK-E0141,module,其他模块,presence/presence-api/api,Maven 模块/工具,presence/presence-api/api,,"java=2, webapp=False"
SAK-E0142,module,用户、站点与权限,profile2,Maven 模块/工具,profile2,,"java=50, webapp=False"
SAK-E0143,module,其他模块,profile2/api,Maven 模块/工具,profile2/api,,"java=16, webapp=False"
SAK-E0144,module,平台框架与门户,providers,Maven 模块/工具,providers,,"java=51, webapp=False"
SAK-E0145,module,用户、站点与权限,reset-pass,Maven 模块/工具,reset-pass,,"java=20, webapp=False"
SAK-E0146,module,其他模块,reset-pass/account-validator-api,Maven 模块/工具,reset-pass/account-validator-api,,"java=6, webapp=False"
SAK-E0147,module,用户、站点与权限,roster2,Maven 模块/工具,roster2,,"java=12, webapp=False"
SAK-E0148,module,其他模块,roster2/bundle,Maven 模块/工具,roster2/bundle,,"java=0, webapp=False"
SAK-E0149,module,平台框架与门户,rsf,Maven 模块/工具,rsf,,"java=37, webapp=False"
SAK-E0150,module,教学工具与协作,rubrics,Maven 模块/工具,rubrics,,"java=36, webapp=False"
SAK-E0151,module,其他模块,rubrics/api,Maven 模块/工具,rubrics/api,,"java=24, webapp=False"
SAK-E0152,module,教学工具与协作,rwiki,Maven 模块/工具,rwiki,,"java=473, webapp=False"
SAK-E0153,module,其他模块,rwiki/rwiki-api/api,Maven 模块/工具,rwiki/rwiki-api/api,,"java=49, webapp=False"
SAK-E0154,module,其他模块,rwiki/rwiki-model,Maven 模块/工具,rwiki/rwiki-model,,"java=13, webapp=False"
SAK-E0155,module,教学工具与协作,samigo,Maven 模块/工具,samigo,,"java=704, webapp=False"
SAK-E0156,module,其他模块,samigo/samigo-api,Maven 模块/工具,samigo/samigo-api,,"java=73, webapp=False"
SAK-E0157,module,其他模块,samigo/samigo-hibernate,Maven 模块/工具,samigo/samigo-hibernate,,"java=62, webapp=False"
SAK-E0158,module,其他模块,samigo/samigo-services,Maven 模块/工具,samigo/samigo-services,,"java=205, webapp=False"
SAK-E0159,module,教学工具与协作,scormplayer,Maven 模块/工具,scormplayer,,"java=355, webapp=False"
SAK-E0160,module,其他模块,scormplayer/scorm-api,Maven 模块/工具,scormplayer/scorm-api,,"java=151, webapp=False"
SAK-E0161,module,内容、文件与集成,search,Maven 模块/工具,search,,"java=82, webapp=False"
SAK-E0162,module,其他模块,search/elasticsearch/api,Maven 模块/工具,search/elasticsearch/api,,"java=4, webapp=False"
SAK-E0163,module,其他模块,search/search-api/api,Maven 模块/工具,search/search-api/api,,"java=22, webapp=False"
SAK-E0164,module,其他模块,search/search-model,Maven 模块/工具,search/search-model,,"java=1, webapp=False"
SAK-E0165,module,用户、站点与权限,sections,Maven 模块/工具,sections,,"java=37, webapp=False"
SAK-E0166,module,其他模块,serviceworker,Maven 模块/工具,serviceworker,,"java=0, webapp=True"
SAK-E0167,module,其他模块,shortenedurl,Maven 模块/工具,shortenedurl,,"java=9, webapp=False"
SAK-E0168,module,其他模块,shortenedurl/api,Maven 模块/工具,shortenedurl/api,,"java=3, webapp=False"
SAK-E0169,module,教学工具与协作,signup,Maven 模块/工具,signup,,"java=127, webapp=False"
SAK-E0170,module,其他模块,signup/api,Maven 模块/工具,signup/api,,"java=32, webapp=False"
SAK-E0171,module,用户、站点与权限,site,Maven 模块/工具,site,,"java=27, webapp=False"
SAK-E0172,module,用户、站点与权限,site-manage,Maven 模块/工具,site-manage,,"java=103, webapp=False"
SAK-E0173,module,其他模块,site-manage/datemanager/api,Maven 模块/工具,site-manage/datemanager/api,,"java=5, webapp=False"
SAK-E0174,module,其他模块,site-manage/site-manage-api/api,Maven 模块/工具,site-manage/site-manage-api/api,,"java=18, webapp=False"
SAK-E0175,module,其他模块,site-manage/site-manage-hbm,Maven 模块/工具,site-manage/site-manage-hbm,,"java=4, webapp=False"
SAK-E0176,module,其他模块,site/term-manager/api,Maven 模块/工具,site/term-manager/api,,"java=6, webapp=False"
SAK-E0177,module,其他模块,sitestats,Maven 模块/工具,sitestats,,"java=262, webapp=False"
SAK-E0178,module,其他模块,sitestats/sitestats-api,Maven 模块/工具,sitestats/sitestats-api,,"java=78, webapp=False"
SAK-E0179,module,其他模块,sitestats/sitestats-impl-hib,Maven 模块/工具,sitestats/sitestats-impl-hib,,"java=13, webapp=False"
SAK-E0180,module,教学工具与协作,syllabus,Maven 模块/工具,syllabus,,"java=27, webapp=False"
SAK-E0181,module,其他模块,syllabus/syllabus-api,Maven 模块/工具,syllabus/syllabus-api,,"java=6, webapp=False"
SAK-E0182,module,其他模块,taggable,Maven 模块/工具,taggable,,"java=18, webapp=False"
SAK-E0183,module,其他模块,taggable/taggable-api/api,Maven 模块/工具,taggable/taggable-api/api,,"java=11, webapp=False"
SAK-E0184,module,其他模块,taggable/taggable-hbm/hbm,Maven 模块/工具,taggable/taggable-hbm/hbm,,"java=1, webapp=False"
SAK-E0185,module,其他模块,tags,Maven 模块/工具,tags,,"java=42, webapp=False"
SAK-E0186,module,其他模块,tags/tags-api/api,Maven 模块/工具,tags/tags-api/api,,"java=12, webapp=False"
SAK-E0187,module,其他模块,textarea,Maven 模块/工具,textarea,,"java=14, webapp=False"
SAK-E0188,module,用户、站点与权限,user,Maven 模块/工具,user,,"java=12, webapp=False"
SAK-E0189,module,其他模块,user/user-util,Maven 模块/工具,user/user-util,,"java=1, webapp=False"
SAK-E0190,module,其他模块,userauditservice,Maven 模块/工具,userauditservice,,"java=7, webapp=False"
SAK-E0191,module,其他模块,userauditservice/api,Maven 模块/工具,userauditservice/api,,"java=2, webapp=False"
SAK-E0192,module,用户、站点与权限,usermembership,Maven 模块/工具,usermembership,,"java=5, webapp=False"
SAK-E0193,module,其他模块,usermembership/api,Maven 模块/工具,usermembership/api,,"java=1, webapp=False"
SAK-E0194,module,平台框架与门户,velocity,Maven 模块/工具,velocity,,"java=31, webapp=False"
SAK-E0195,module,其他模块,velocity/tool-api,Maven 模块/工具,velocity/tool-api,,"java=3, webapp=False"
SAK-E0196,module,平台框架与门户,vuecomponents,Maven 模块/工具,vuecomponents,,"java=0, webapp=False"
SAK-E0197,module,其他模块,vuecomponents/bundle,Maven 模块/工具,vuecomponents/bundle,,"java=0, webapp=False"
SAK-E0198,module,平台框架与门户,web,Maven 模块/工具,web,,"java=7, webapp=False"
SAK-E0199,module,其他模块,web/web-api/api,Maven 模块/工具,web/web-api/api,,"java=1, webapp=False"
SAK-E0200,module,平台框架与门户,webapi,Maven 模块/工具,webapi,,"java=58, webapp=True"
SAK-E0201,module,平台框架与门户,webcomponents,Maven 模块/工具,webcomponents,,"java=0, webapp=False"
SAK-E0202,module,其他模块,webcomponents/bundle,Maven 模块/工具,webcomponents/bundle,,"java=0, webapp=False"
SAK-E0203,module,平台框架与门户,webjars,Maven 模块/工具,webjars,,"java=0, webapp=False"
SAK-E0204,module,平台框架与门户,webservices,Maven 模块/工具,webservices,,"java=37, webapp=False"
SAK-E0205,module,平台框架与门户,wicket,Maven 模块/工具,wicket,,"java=8, webapp=False"
SAK-E0206,table,其他工具表,SAKAI_HELP_CATEGORY,SQL/HBM 定义表,help/help-component/src/sql/oracle/sakai_help.sql,6,sql
SAK-E0207,table,其他工具表,SAKAI_HELP_RESOURCE,SQL/HBM 定义表,help/help-component/src/sql/oracle/sakai_help.sql,11,sql
SAK-E0208,table,站点、用户与权限,SAKAI_SITE_PROPERTY,SQL/HBM 定义表,kernel/kernel-impl/src/main/sql/oracle/sakai_site.sql,5,sql
SAK-E0209,table,站点、用户与权限,SAKAI_SITE,SQL/HBM 定义表,kernel/kernel-impl/src/main/sql/oracle/sakai_site.sql,19,sql
SAK-E0210,table,站点、用户与权限,SAKAI_SITE_PAGE,SQL/HBM 定义表,kernel/kernel-impl/src/main/sql/oracle/sakai_site.sql,80,sql
SAK-E0211,table,站点、用户与权限,SAKAI_SITE_PAGE_PROPERTY,SQL/HBM 定义表,kernel/kernel-impl/src/main/sql/oracle/sakai_site.sql,106,sql
SAK-E0212,table,站点、用户与权限,SAKAI_SITE_TOOL,SQL/HBM 定义表,kernel/kernel-impl/src/main/sql/oracle/sakai_site.sql,133,sql
SAK-E0213,table,站点、用户与权限,SAKAI_SITE_TOOL_PROPERTY,SQL/HBM 定义表,kernel/kernel-impl/src/main/sql/oracle/sakai_site.sql,167,sql
SAK-E0214,table,站点、用户与权限,SAKAI_SITE_USER,SQL/HBM 定义表,kernel/kernel-impl/src/main/sql/oracle/sakai_site.sql,196,sql
SAK-E0215,table,其他工具表,SAKAI_DIGEST,SQL/HBM 定义表,kernel/kernel-impl/src/main/sql/oracle/sakai_digest.sql,5,sql
SAK-E0216,table,站点、用户与权限,SAKAI_REALM,SQL/HBM 定义表,kernel/kernel-impl/src/main/sql/oracle/sakai_realm.sql,7,sql
SAK-E0217,table,站点、用户与权限,SAKAI_REALM_PROPERTY,SQL/HBM 定义表,kernel/kernel-impl/src/main/sql/oracle/sakai_realm.sql,44,sql
SAK-E0218,table,站点、用户与权限,SAKAI_REALM_ROLE,SQL/HBM 定义表,kernel/kernel-impl/src/main/sql/oracle/sakai_realm.sql,62,sql
SAK-E0219,table,站点、用户与权限,SAKAI_REALM_ROLE_DESC,SQL/HBM 定义表,kernel/kernel-impl/src/main/sql/oracle/sakai_realm.sql,81,sql
SAK-E0220,table,站点、用户与权限,SAKAI_REALM_FUNCTION,SQL/HBM 定义表,kernel/kernel-impl/src/main/sql/oracle/sakai_realm.sql,100,sql
SAK-E0221,table,站点、用户与权限,SAKAI_REALM_PROVIDER,SQL/HBM 定义表,kernel/kernel-impl/src/main/sql/oracle/sakai_realm.sql,127,sql
SAK-E0222,table,站点、用户与权限,SAKAI_REALM_RL_FN,SQL/HBM 定义表,kernel/kernel-impl/src/main/sql/oracle/sakai_realm.sql,150,sql
SAK-E0223,table,站点、用户与权限,SAKAI_REALM_RL_GR,SQL/HBM 定义表,kernel/kernel-impl/src/main/sql/oracle/sakai_realm.sql,185,sql
SAK-E0224,table,站点、用户与权限,SAKAI_REALM_LOCKS,SQL/HBM 定义表,kernel/kernel-impl/src/main/sql/oracle/sakai_realm.sql,234,sql
SAK-E0225,table,内容与文件,CONTENT_TYPE_REGISTRY,SQL/HBM 定义表,kernel/kernel-impl/src/main/sql/oracle/sakai_content_registry.sql,5,sql
SAK-E0226,table,站点、用户与权限,SAKAI_ALIAS,SQL/HBM 定义表,kernel/kernel-impl/src/main/sql/oracle/sakai_alias.sql,5,sql
SAK-E0227,table,站点、用户与权限,SAKAI_ALIAS_PROPERTY,SQL/HBM 定义表,kernel/kernel-impl/src/main/sql/oracle/sakai_alias.sql,21,sql
SAK-E0228,table,其他工具表,SAKAI_CONFIG_ITEM,SQL/HBM 定义表,kernel/kernel-impl/src/main/sql/oracle/sakai_config_item.sql,5,sql
SAK-E0229,table,站点、用户与权限,SAKAI_USER_PROPERTY,SQL/HBM 定义表,kernel/kernel-impl/src/main/sql/oracle/sakai_user.sql,5,sql
SAK-E0230,table,站点、用户与权限,SAKAI_USER,SQL/HBM 定义表,kernel/kernel-impl/src/main/sql/oracle/sakai_user.sql,20,sql
SAK-E0231,table,站点、用户与权限,SAKAI_USER_ID_MAP,SQL/HBM 定义表,kernel/kernel-impl/src/main/sql/oracle/sakai_user.sql,59,sql
SAK-E0232,table,内容与文件,CONTENT_COLLECTION,SQL/HBM 定义表,kernel/kernel-impl/src/main/sql/oracle/sakai_content.sql,5,sql
SAK-E0233,table,内容与文件,CONTENT_RESOURCE,SQL/HBM 定义表,kernel/kernel-impl/src/main/sql/oracle/sakai_content.sql,131,sql
SAK-E0234,table,内容与文件,CONTENT_RESOURCE_BODY_BINARY,SQL/HBM 定义表,kernel/kernel-impl/src/main/sql/oracle/sakai_content.sql,189,sql
SAK-E0235,table,内容与文件,CONTENT_DROPBOX_CHANGES,SQL/HBM 定义表,kernel/kernel-impl/src/main/sql/oracle/sakai_content.sql,211,sql
SAK-E0236,table,站点、用户与权限,SAKAI_SITE_GROUP,SQL/HBM 定义表,kernel/kernel-impl/src/main/sql/oracle/sakai_site_group.sql,6,sql
SAK-E0237,table,站点、用户与权限,SAKAI_SITE_GROUP_PROPERTY,SQL/HBM 定义表,kernel/kernel-impl/src/main/sql/oracle/sakai_site_group.sql,29,sql
